rgn_id,year,popsum
1917,2018,5694159.12936424
1917,2019,5758400.90618498
1917,2020,5822642.68300572
1919,2000,4682473.5023719
1919,2001,4714355.54731321
1919,2002,4746237.59225451
1919,2003,4778119.63719582
1919,2004,4810001.68213713
1919,2005,4841883.72707843
1919,2006,4902088.51601531
1919,2007,4962293.3049522
1919,2008,5022498.09388908
1919,2009,5082702.88282596
1919,2010,5142907.67176284
1919,2011,5214612.89719068
1919,2012,5286318.12261851
1919,2013,5358023.34804634
1919,2014,5429728.57347418
1919,2015,5501433.79890201
1919,2016,5565675.57572275
1919,2017,5629917.35254349
1919,2018,5694159.12936424
1919,2019,5758400.90618498
1919,2020,5822642.68300572
1920,2000,4682473.5023719
1920,2001,4714355.54731321
1920,2002,4746237.59225451
1920,2003,4778119.63719582
1920,2004,4810001.68213713
1920,2005,4841883.72707843
1920,2006,4902088.51601531
1920,2007,4962293.3049522
